hh_id,eligible_count
H00004,1
H00011,1
H00016,1
H00023,1
H00033,1
H00048,1
H00049,1
H00056,1
H00060,1
H00062,1
H00068,1
H00069,1
H00078,1
H00083,1
H00093,1
H00096,1
H00100,1
H00101,1
H00111,1
H00116,1
H00129,1
H00142,1
H00149,1
H00157,1
H00169,1
H00173,1
H00174,1
H00176,1
H00182,1
H00203,1
H00209,1
H00210,1
H00220,1
H00228,1
H00235,1
H00238,1
H00241,1
H00244,1
H00250,1
H00251,1
H00258,1
H00267,1
H00269,1
H00270,1
H00275,1
H00286,1
H00309,1
H00315,1
H00321,1
H00337,1
H00343,1
H00356,1
H00358,1
H00362,1
H00364,1
H00368,1
H00375,1
H00377,1
H00381,1
H00383,1
H00389,1
H00392,1
H00410,1
H00412,1
H00416,1
H00427,1
H00434,1
H00444,1
H00447,1
H00465,1
H00468,1
H00469,1
H00493,1
H00504,1
H00507,1
H00508,1
H00509,1
H00516,1
H00527,1
H00529,1
H00533,1
H00556,1
H00559,1
H00560,1
H00570,1
H00587,1
H00592,1
H00601,1
H00604,1
H00607,1
H00612,1
H00622,1
H00625,1
H00632,1
H00636,1
H00637,1
H00643,1
H00651,1
H00652,1
H00656,1
H00669,1
H00673,1
H00678,1
H00689,1
H00692,1
H00693,1
H00696,1
H00697,1
H00706,1
H00707,1
H00709,1
H00722,1
H00746,1
H00748,1
H00750,1
H00752,1
H00758,1
H00771,1
H00785,1
H00797,1
H00806,1
H00808,1
H00813,1
H00817,1
H00823,1
H00832,1
H00840,1
H00841,1
H00849,1
H00854,1
H00864,1
H00865,1
H00880,1
H00895,1
H00907,1
H00910,1
H00922,1
H00930,1
H00934,1
H00941,1
H00943,1
H00954,1
H00955,1
H00957,1
H00962,1
H00973,1
H00977,1
H00980,1
H00991,1
H00996,1
H01004,1
H01013,1
H01016,1
H01021,1
H01027,1
H01028,1
H01031,1
H01045,1
H01066,1
H01081,1
H01082,1
H01100,1
H01105,1
H01111,1
H01112,1
H01116,1
H01117,1
H01118,1
H01121,1
H01125,1
H01129,1
H01131,1
H01156,1
H01159,1
H01161,1
H01162,1
H01166,1
H01168,1
H01176,1
H01179,1
H01186,1
H01189,1
H01190,1
H01204,1
H01208,1
H01212,1
H01220,1
H01235,1
H01249,1
H01261,1
H01267,1
H01268,1
H01286,1
H01287,1
H01306,1
H01313,1
H01316,1
H01335,1
H01336,1
H01345,1
H01353,1
H01354,1
H01356,1
H01358,1
H01366,1
H01376,1
H01386,1
H01393,1
H01397,1
H01407,1
H01411,1
H01417,1
H01423,1
H01430,1
H01433,1
H01436,1
H01442,1
H01450,1
H01453,1
H01471,1
H01472,1
H01473,1
H01478,1
H01479,1
H01481,1
H01488,1
H01489,1
H01491,1
H01493,1
H01501,1
H01518,1
H01519,1
H01522,1
H01548,1
H01550,1
H01567,1
H01576,1
H01590,1
H01591,1
H01598,1
H01607,1
H01614,1
H01617,1
H01619,1
H01627,1
H01633,1
H01639,1
H01646,1
H01651,1
H01652,1
H01659,1
H01662,1
H01668,1
H01669,1
H01670,1
H01677,1
H01688,1
H01694,1
H01696,1
H01704,1
H01725,1
H01738,1
H01743,1
H01746,1
H01761,1
H01766,1
H01769,1
H01772,1
H01773,1
H01780,1
H01792,1
H01794,1
H01795,1
H01824,1
H01825,1
H01826,1
H01827,1
H01835,1
H01838,1
H01843,1
H01855,1
H01859,1
H01863,1
H01868,1
H01882,1
H01893,1
H01898,1
H01904,1
H01924,1
H01925,1
H01930,1
H01933,1
H01954,1
H01957,1
H01960,1
H01965,1
H01967,1
H01969,1
H01983,1
H01986,1
H02000,1
H02003,1
H02016,1
H02019,1
H02030,1
H02034,1
H02036,1
H02039,1
H02062,1
H02071,1
H02076,1
H02077,1
H02086,1
H02105,1
H02118,1
H02121,1
H02128,1
H02135,1
H02143,1
H02149,1
H02162,1
H02165,1
H02167,1
H02173,1
H02176,1
H02183,1
H02185,1
H02189,1
H02191,1
H02194,1
H02198,1
H02200,1
H02216,1
H02218,1
H02224,1
H02234,1
H02258,1
H02268,1
H02275,1
H02281,1
H02287,1
H02288,1
H02294,1
H02299,1
H02311,1
H02314,1
H02329,1
H02331,1
H02338,1
H02344,1
H02349,1
H02353,1
H02358,1
H02359,1
H02366,1
H02373,1
H02376,1
H02388,1
H02392,1
H02399,1
H02410,1
H02416,1
H02421,1
H02422,1
H02430,1
H02434,1
H02435,1
H02441,1
H02442,1
H02455,1
H02456,1
H02457,1
H02463,1
H02476,1
H02480,1
H02499,1
H02502,1
H02506,1
H02513,1
H02541,1
H02543,1
H02546,1
H02549,1
H02559,1
