hh_id,stratum,psu,domain_id,region,urban,tenure,design_weight,responded,phase2,y,eligible_count
H00004,ST01,P02,D01,EAST,1,RENT,8.00000000,1,1,2.29865109,1
H00011,ST01,P01,D01,EAST,1,RENT,8.00000000,1,1,1.91574651,1
H00016,ST01,P02,D01,EAST,1,OWN,8.00000000,1,1,1.83849258,1
H00023,ST01,P01,D01,EAST,1,OWN,8.00000000,1,1,1.94452700,1
H00033,ST01,P01,D01,EAST,0,OWN,8.00000000,1,1,1.11106848,1
H00048,ST01,P02,D01,EAST,0,OWN,8.00000000,1,1,1.14808992,1
H00049,ST01,P01,D01,EAST,0,RENT,8.00000000,1,1,1.79946273,1
H00056,ST01,P02,D01,EAST,0,RENT,8.00000000,1,1,1.64648056,1
H00060,ST01,P02,D01,EAST,0,OWN,8.00000000,1,1,1.15545277,1
H00062,ST01,P02,D01,EAST,0,RENT,8.00000000,1,1,1.51464617,1
H00068,ST01,P02,D01,EAST,0,OWN,8.00000000,1,1,1.35239423,1
H00069,ST01,P01,D01,EAST,0,OWN,8.00000000,1,1,1.27991807,1
H00078,ST01,P02,D01,EAST,0,OWN,8.00000000,1,1,1.06279956,1
H00083,ST01,P01,D02,EAST,1,OWN,8.00000000,1,1,2.52253718,1
H00093,ST01,P01,D02,EAST,1,OWN,8.00000000,1,1,1.76457552,1
H00096,ST01,P02,D02,EAST,1,OWN,8.00000000,1,1,1.77035847,1
H00100,ST01,P02,D02,EAST,1,RENT,8.00000000,1,1,2.11653860,1
H00101,ST01,P01,D02,EAST,1,RENT,8.00000000,1,1,2.46087399,1
H00111,ST01,P01,D02,EAST,0,RENT,8.00000000,1,1,1.58333938,1
H00116,ST01,P02,D02,EAST,0,OWN,8.00000000,1,1,0.97160022,1
H00129,ST01,P01,D02,EAST,0,RENT,8.00000000,1,1,1.11502627,1
H00142,ST01,P02,D02,EAST,0,RENT,8.00000000,1,1,1.41564730,1
H00149,ST01,P01,D02,EAST,0,OWN,8.00000000,1,1,1.23600450,1
H00157,ST01,P01,D02,EAST,0,OWN,8.00000000,1,1,1.22547216,1
H00169,ST02,P03,D03,EAST,1,OWN,8.00000000,1,1,2.51089592,1
H00173,ST02,P03,D03,EAST,1,OWN,8.00000000,1,1,1.89675402,1
H00174,ST02,P04,D03,EAST,1,RENT,8.00000000,1,1,2.42177306,1
H00176,ST02,P04,D03,EAST,1,OWN,8.00000000,1,1,2.16298500,1
H00182,ST02,P04,D03,EAST,1,OWN,8.00000000,1,1,2.38615106,1
H00203,ST02,P03,D03,EAST,0,RENT,8.00000000,1,1,2.01490735,1
H00209,ST02,P03,D03,EAST,0,RENT,8.00000000,1,1,1.24227814,1
H00210,ST02,P04,D03,EAST,0,OWN,8.00000000,1,1,1.20227509,1
H00220,ST02,P04,D03,EAST,0,OWN,8.00000000,1,1,1.32890655,1
H00228,ST02,P04,D03,EAST,0,RENT,8.00000000,1,1,2.01755339,1
H00235,ST02,P03,D03,EAST,0,RENT,8.00000000,1,1,1.78355140,1
H00238,ST02,P04,D03,EAST,0,RENT,8.00000000,1,1,1.13873055,1
H00241,ST02,P03,D04,EAST,1,OWN,8.00000000,1,1,2.14258750,1
H00244,ST02,P04,D04,EAST,1,OWN,8.00000000,1,1,2.27456574,1
H00250,ST02,P04,D04,EAST,1,OWN,8.00000000,1,1,1.80737447,1
H00251,ST02,P03,D04,EAST,1,RENT,8.00000000,1,1,2.07650347,1
H00258,ST02,P04,D04,EAST,1,RENT,8.00000000,1,1,2.71633123,1
H00267,ST02,P03,D04,EAST,1,RENT,8.00000000,1,1,2.29786036,1
H00269,ST02,P03,D04,EAST,1,OWN,8.00000000,1,1,2.17584414,1
H00270,ST02,P04,D04,EAST,1,RENT,8.00000000,1,1,2.39013434,1
H00275,ST02,P03,D04,EAST,1,OWN,8.00000000,1,1,2.15314937,1
H00286,ST02,P04,D04,EAST,0,OWN,8.00000000,1,1,1.10455319,1
H00309,ST02,P03,D04,EAST,0,OWN,8.00000000,1,1,0.96569961,1
H00315,ST02,P03,D04,EAST,0,RENT,8.00000000,1,1,1.95651104,1
H00321,ST03,P05,D05,EAST,1,RENT,8.00000000,1,1,2.38577354,1
H00337,ST03,P05,D05,EAST,1,OWN,8.00000000,1,1,1.85577068,1
H00343,ST03,P05,D05,EAST,1,RENT,8.00000000,1,1,2.17301750,1
H00356,ST03,P06,D05,EAST,1,OWN,8.00000000,1,1,2.01967375,1
H00358,ST03,P06,D05,EAST,1,RENT,8.00000000,1,1,2.38811062,1
H00362,ST03,P06,D05,EAST,1,RENT,8.00000000,1,1,2.26504936,1
H00364,ST03,P06,D05,EAST,1,OWN,8.00000000,1,1,1.67789485,1
H00368,ST03,P06,D05,EAST,1,OWN,8.00000000,1,1,1.96569994,1
H00375,ST03,P05,D05,EAST,0,OWN,8.00000000,1,1,1.05049440,1
H00377,ST03,P05,D05,EAST,0,RENT,8.00000000,1,1,1.62471864,1
H00381,ST03,P05,D05,EAST,0,OWN,8.00000000,1,1,1.71743791,1
H00383,ST03,P05,D05,EAST,0,RENT,8.00000000,1,1,1.00849801,1
H00389,ST03,P05,D05,EAST,0,RENT,8.00000000,1,1,1.47402631,1
H00392,ST03,P06,D05,EAST,0,RENT,8.00000000,1,1,1.60173897,1
H00410,ST03,P06,D06,EAST,1,OWN,8.00000000,1,1,2.28213096,1
H00412,ST03,P06,D06,EAST,1,RENT,8.00000000,1,1,2.25932902,1
H00416,ST03,P06,D06,EAST,1,OWN,8.00000000,1,1,2.20530378,1
H00427,ST03,P05,D06,EAST,1,OWN,8.00000000,1,1,1.58835023,1
H00434,ST03,P06,D06,EAST,1,OWN,8.00000000,1,1,1.84631558,1
H00444,ST03,P06,D06,EAST,1,RENT,8.00000000,1,1,2.77677850,1
H00447,ST03,P05,D06,EAST,1,OWN,8.00000000,1,1,1.95752060,1
H00465,ST03,P05,D06,EAST,0,RENT,8.00000000,1,1,1.07377992,1
H00468,ST03,P06,D06,EAST,0,RENT,8.00000000,1,1,1.75008305,1
H00469,ST03,P05,D06,EAST,0,OWN,8.00000000,1,1,1.16272098,1
H00493,ST04,P07,D07,EAST,1,RENT,8.00000000,1,1,2.03737034,1
H00504,ST04,P08,D07,EAST,1,OWN,8.00000000,1,1,2.13165110,1
H00507,ST04,P07,D07,EAST,0,RENT,8.00000000,1,1,1.24865844,1
H00508,ST04,P08,D07,EAST,0,RENT,8.00000000,1,1,1.84788562,1
H00509,ST04,P07,D07,EAST,0,OWN,8.00000000,1,1,1.35584918,1
H00516,ST04,P08,D07,EAST,0,RENT,8.00000000,1,1,1.75517240,1
H00527,ST04,P07,D07,EAST,0,OWN,8.00000000,1,1,0.86874418,1
H00529,ST04,P07,D07,EAST,0,RENT,8.00000000,1,1,1.46817642,1
H00533,ST04,P07,D07,EAST,0,OWN,8.00000000,1,1,1.19195361,1
H00556,ST04,P08,D07,EAST,0,RENT,8.00000000,1,1,1.72755777,1
