hh_id,stratum,psu,domain_id,region,urban,tenure,design_weight,responded,phase2,y,eligible_count
H00007,ST01,P01,D01,EAST,1,RENT,8.00000000,1,1,2.26098553,1
H00012,ST01,P02,D01,EAST,1,RENT,8.00000000,1,1,2.44513033,1
H00015,ST01,P01,D01,EAST,1,OWN,8.00000000,1,1,2.13283821,1
H00042,ST01,P02,D01,EAST,0,RENT,8.00000000,1,1,,1
H00047,ST01,P01,D01,EAST,0,RENT,8.00000000,1,1,,1
H00048,ST01,P02,D01,EAST,0,OWN,8.00000000,1,1,1.14808992,1
H00051,ST01,P01,D01,EAST,0,OWN,8.00000000,1,1,1.15678822,1
H00059,ST01,P01,D01,EAST,0,OWN,8.00000000,1,1,1.52572279,1
H00060,ST01,P02,D01,EAST,0,OWN,8.00000000,1,1,1.15545277,1
H00062,ST01,P02,D01,EAST,0,RENT,8.00000000,1,1,1.51464617,1
H00063,ST01,P01,D01,EAST,0,OWN,8.00000000,1,1,0.92481145,1
H00067,ST01,P01,D01,EAST,0,OWN,8.00000000,1,1,0.88501651,1
H00076,ST01,P02,D01,EAST,0,RENT,8.00000000,1,1,1.48231399,1
H00086,ST01,P02,D02,EAST,1,OWN,8.00000000,1,1,1.92208913,1
H00098,ST01,P02,D02,EAST,1,OWN,8.00000000,1,1,2.25509264,1
H00113,ST01,P01,D02,EAST,0,OWN,8.00000000,1,1,1.36813745,1
H00118,ST01,P02,D02,EAST,0,RENT,8.00000000,1,1,1.82615286,1
H00129,ST01,P01,D02,EAST,0,RENT,8.00000000,1,1,,1
H00131,ST01,P01,D02,EAST,0,OWN,8.00000000,1,1,1.34498852,1
H00137,ST01,P01,D02,EAST,0,OWN,8.00000000,1,1,1.22179413,1
H00138,ST01,P02,D02,EAST,0,RENT,8.00000000,1,1,1.52028354,1
H00140,ST01,P02,D02,EAST,0,OWN,8.00000000,1,1,0.80241344,1
H00154,ST01,P02,D02,EAST,0,RENT,8.00000000,1,1,1.40100047,1
H00155,ST01,P01,D02,EAST,0,OWN,8.00000000,1,1,1.06764771,1
