hh_id,eligible_count
H00007,1
H00012,1
H00015,1
H00042,1
H00047,1
H00048,1
H00051,1
H00059,1
H00060,1
H00062,1
H00063,1
H00067,1
H00076,1
H00086,1
H00098,1
H00113,1
H00118,1
H00129,1
H00131,1
H00137,1
H00138,1
H00140,1
H00154,1
H00155,1
H00162,1
H00168,1
H00169,1
H00170,1
H00175,1
H00195,1
H00198,1
H00205,1
H00213,1
H00214,1
H00227,1
H00233,1
H00239,1
H00245,1
H00246,1
H00250,1
H00270,1
H00287,1
H00292,1
H00295,1
H00298,1
H00302,1
H00315,1
H00318,1
H00323,1
H00327,1
H00346,1
H00347,1
H00348,1
H00349,1
H00350,1
H00351,1
H00353,1
H00354,1
H00365,1
H00394,1
H00400,1
H00422,1
H00428,1
H00431,1
H00433,1
H00447,1
H00453,1
H00456,1
H00460,1
H00464,1
H00465,1
H00468,1
H00502,1
H00506,1
H00509,1
H00516,1
H00527,1
H00529,1
H00535,1
H00541,1
H00547,1
H00554,1
H00564,1
H00565,1
H00567,1
H00568,1
H00574,1
H00578,1
H00591,1
H00603,1
H00620,1
H00628,1
H00629,1
H00635,1
H00638,1
H00640,1
H00647,1
H00649,1
H00650,1
H00651,1
H00655,1
H00657,1
H00658,1
H00666,1
H00678,1
H00689,1
H00698,1
H00706,1
H00711,1
H00716,1
H00718,1
H00719,1
H00722,1
H00725,1
H00726,1
H00727,1
H00729,1
H00736,1
H00743,1
H00778,1
H00801,1
H00810,1
H00813,1
H00814,1
H00816,1
H00825,1
H00842,1
H00851,1
H00859,1
H00863,1
H00865,1
H00875,1
H00878,1
H00894,1
H00895,1
H00905,1
H00910,1
H00920,1
H00925,1
H00948,1
H00949,1
H00950,1
H00954,1
H00958,1
H00962,1
H00963,1
H00966,1
H00967,1
H00968,1
H00969,1
H00970,1
H00971,1
H00982,1
H00983,1
H00994,1
H01013,1
H01037,1
H01045,1
H01049,1
H01055,1
H01056,1
H01062,1
H01075,1
H01084,1
H01089,1
H01090,1
H01116,1
H01120,1
H01124,1
H01133,1
H01134,1
H01148,1
H01154,1
H01167,1
H01170,1
H01172,1
H01173,1
H01175,1
H01177,1
H01180,1
H01190,1
H01198,1
H01205,1
H01208,1
H01218,1
H01223,1
H01225,1
H01247,1
H01259,1
H01277,1
H01278,1
H01279,1
H01283,1
H01285,1
H01291,1
H01292,1
H01296,1
H01305,1
H01309,1
H01314,1
H01322,1
H01323,1
H01328,1
H01337,1
H01342,1
H01355,1
H01359,1
H01362,1
H01364,1
H01388,1
H01390,1
H01394,1
H01408,1
H01419,1
H01423,1
H01437,1
H01453,1
H01454,1
H01455,1
H01457,1
H01463,1
H01464,1
H01466,1
H01482,1
H01500,1
H01507,1
H01514,1
H01527,1
H01529,1
H01530,1
H01538,1
H01540,1
H01543,1
H01557,1
H01559,1
H01568,1
H01577,1
H01582,1
H01584,1
H01587,1
H01618,1
H01619,1
H01623,1
H01624,1
H01632,1
H01647,1
H01649,1
H01651,1
H01653,1
H01671,1
H01672,1
H01675,1
H01679,1
H01682,1
H01683,1
H01684,1
H01692,1
H01704,1
H01735,1
H01738,1
H01739,1
H01742,1
H01752,1
H01754,1
H01767,1
H01770,1
H01780,1
H01787,1
H01792,1
H01801,1
H01816,1
H01824,1
H01833,1
H01846,1
H01848,1
H01851,1
H01862,1
H01867,1
H01870,1
H01875,1
H01877,1
H01890,1
H01891,1
H01896,1
H01897,1
H01901,1
H01914,1
H01915,1
H01925,1
H01929,1
H01933,1
H01935,1
H01940,1
H01942,1
H01949,1
H01961,1
H01965,1
H01969,1
H01972,1
H01973,1
H01991,1
H01994,1
H02009,1
H02022,1
H02024,1
H02040,1
H02044,1
H02052,1
H02058,1
H02062,1
H02064,1
H02079,1
H02081,1
H02083,1
H02085,1
H02118,1
H02128,1
H02132,1
H02133,1
H02137,1
H02146,1
H02147,1
H02148,1
H02165,1
H02166,1
H02169,1
H02171,1
H02174,1
H02175,1
H02177,1
H02178,1
H02196,1
H02200,1
H02210,1
H02215,1
H02238,1
H02247,1
H02255,1
H02259,1
H02260,1
H02263,1
H02266,1
H02286,1
H02289,1
H02298,1
H02326,1
H02327,1
H02331,1
H02333,1
H02335,1
H02338,1
H02343,1
H02347,1
H02364,1
H02373,1
H02374,1
H02376,1
H02380,1
H02382,1
H02390,1
H02402,1
H02405,1
H02407,1
H02422,1
H02423,1
H02431,1
H02436,1
H02450,1
H02453,1
H02459,1
H02463,1
H02464,1
H02472,1
H02491,1
H02498,1
H02505,1
H02508,1
H02510,1
H02513,1
H02515,1
H02538,1
H02545,1
H02546,1
H02554,1
