hh_id,eligible_count
H00002,1
H00025,1
H00031,1
H00034,1
H00042,1
H00051,1
H00057,1
H00073,1
H00087,1
H00088,1
H00092,1
H00097,1
H00098,1
H00100,1
H00102,1
H00107,1
H00119,1
H00130,1
H00133,1
H00137,1
H00146,1
H00160,1
H00166,1
H00169,1
H00172,1
H00173,1
H00183,1
H00184,1
H00192,1
H00193,1
H00196,1
H00225,1
H00230,1
H00234,1
H00243,1
H00248,1
H00249,1
H00251,1
H00257,1
H00258,1
H00269,1
H00276,1
H00289,1
H00300,1
H00323,1
H00325,1
H00326,1
H00327,1
H00329,1
H00333,1
H00339,1
H00350,1
H00356,1
H00365,1
H00367,1
H00370,1
H00406,1
H00417,1
H00418,1
H00422,1
H00426,1
H00430,1
H00431,1
H00443,1
H00444,1
H00450,1
H00484,1
H00497,1
H00502,1
H00503,1
H00504,1
H00506,1
H00534,1
H00545,1
H00556,1
H00557,1
H00568,1
H00575,1
H00585,1
H00589,1
H00612,1
H00617,1
H00618,1
H00623,1
H00628,1
H00631,1
H00632,1
H00637,1
H00643,1
H00646,1
H00654,1
H00663,1
H00673,1
H00683,1
H00688,1
H00692,1
H00701,1
H00703,1
H00704,1
H00705,1
H00710,1
H00722,1
H00724,1
H00727,1
H00733,1
H00734,1
H00737,1
H00752,1
H00792,1
H00793,1
H00808,1
H00811,1
H00813,1
H00819,1
H00829,1
H00838,1
H00854,1
H00861,1
H00865,1
H00872,1
H00873,1
H00880,1
H00883,1
H00887,1
H00892,1
H00899,1
H00900,1
H00926,1
H00936,1
H00938,1
H00940,1
H00949,1
H00962,1
H00969,1
H00978,1
H00985,1
H00986,1
H00990,1
H01006,1
H01015,1
H01016,1
H01019,1
H01026,1
H01031,1
H01036,1
H01057,1
H01060,1
H01065,1
H01077,1
H01081,1
H01084,1
H01104,1
H01111,1
H01113,1
H01124,1
H01132,1
H01141,1
H01142,1
H01145,1
H01152,1
H01161,1
H01163,1
H01168,1
H01187,1
H01193,1
H01196,1
H01202,1
H01206,1
H01207,1
H01212,1
H01223,1
H01230,1
H01232,1
H01235,1
H01253,1
H01277,1
H01285,1
H01289,1
H01295,1
H01298,1
H01304,1
H01342,1
H01354,1
H01356,1
H01366,1
H01367,1
H01372,1
H01375,1
H01379,1
H01390,1
H01396,1
H01397,1
H01406,1
H01411,1
H01413,1
H01419,1
H01421,1
H01422,1
H01454,1
H01464,1
H01467,1
H01468,1
H01473,1
H01481,1
H01493,1
H01494,1
H01502,1
H01509,1
H01512,1
H01519,1
H01526,1
H01528,1
H01535,1
H01549,1
H01554,1
H01564,1
H01573,1
H01574,1
H01583,1
H01589,1
H01606,1
H01610,1
H01630,1
H01635,1
H01636,1
H01646,1
H01652,1
H01657,1
H01664,1
H01684,1
H01689,1
H01692,1
H01693,1
H01707,1
H01709,1
H01725,1
H01727,1
H01734,1
H01741,1
H01748,1
H01755,1
H01759,1
H01763,1
H01766,1
H01770,1
H01774,1
H01777,1
H01778,1
H01785,1
H01788,1
H01802,1
H01818,1
H01825,1
H01827,1
H01842,1
H01855,1
H01856,1
H01858,1
H01865,1
H01871,1
H01873,1
H01891,1
H01900,1
H01915,1
H01929,1
H01932,1
H01947,1
H01962,1
H01971,1
H01973,1
H01976,1
H01980,1
H01984,1
H01988,1
H02019,1
H02030,1
H02033,1
H02034,1
H02038,1
H02039,1
H02041,1
H02044,1
H02045,1
H02055,1
H02057,1
H02066,1
H02097,1
H02106,1
H02128,1
H02130,1
H02142,1
H02143,1
H02147,1
H02154,1
H02157,1
H02162,1
H02163,1
H02167,1
H02177,1
H02183,1
H02188,1
H02200,1
H02201,1
H02208,1
H02217,1
H02224,1
H02230,1
H02239,1
H02243,1
H02249,1
H02257,1
H02259,1
H02273,1
H02281,1
H02284,1
H02289,1
H02311,1
H02318,1
H02332,1
H02338,1
H02354,1
H02360,1
H02361,1
H02362,1
H02363,1
H02366,1
H02368,1
H02374,1
H02378,1
H02397,1
H02402,1
H02403,1
H02405,1
H02407,1
H02410,1
H02417,1
H02429,1
H02450,1
H02453,1
H02457,1
H02466,1
H02485,1
H02490,1
H02498,1
H02511,1
H02512,1
H02520,1
H02523,1
H02524,1
H02528,1
H02539,1
H02544,1
