hh_id,eligible_count
H00004,1
H00017,1
H00020,1
H00027,1
H00036,1
H00043,1
H00044,1
H00053,1
H00072,1
H00080,1
H00103,1
H00107,1
H00113,1
H00114,1
H00115,1
H00122,1
H00132,1
H00144,1
H00147,1
H00159,1
H00169,1
H00180,1
H00190,1
H00194,1
H00209,1
H00213,1
H00214,1
H00218,1
H00227,1
H00239,1
H00240,1
H00287,1
H00319,1
H00332,1
H00333,1
H00334,1
H00345,1
H00355,1
H00356,1
H00358,1
H00380,1
H00381,1
H00393,1
H00401,1
H00419,1
H00430,1
H00442,1
H00444,1
H00451,1
H00465,1
H00468,1
H00473,1
H00476,1
H00491,1
H00497,1
H00498,1
H00504,1
H00519,1
H00525,1
H00526,1
H00534,1
H00536,1
H00545,1
H00555,1
H00556,1
H00564,1
H00578,1
H00592,1
H00597,1
H00599,1
H00604,1
H00613,1
H00615,1
H00642,1
H00647,1
H00670,1
H00685,1
H00686,1
H00694,1
H00695,1
H00699,1
H00703,1
H00704,1
H00708,1
H00724,1
H00741,1
H00742,1
H00743,1
H00745,1
H00765,1
H00770,1
H00780,1
H00789,1
H00805,1
H00837,1
H00838,1
H00839,1
H00844,1
H00850,1
H00855,1
H00864,1
H00865,1
H00868,1
H00874,1
H00887,1
H00906,1
H00911,1
H00925,1
H00931,1
H00935,1
H00944,1
H00948,1
H00958,1
H00971,1
H00997,1
H01000,1
H01007,1
H01017,1
H01021,1
H01022,1
H01030,1
H01037,1
H01042,1
H01045,1
H01060,1
H01064,1
H01072,1
H01084,1
H01087,1
H01113,1
H01114,1
H01117,1
H01118,1
H01125,1
H01134,1
H01137,1
H01148,1
H01158,1
H01159,1
H01161,1
H01162,1
H01165,1
H01173,1
H01182,1
H01184,1
H01196,1
H01209,1
H01220,1
H01241,1
H01264,1
H01269,1
H01278,1
H01279,1
H01286,1
H01300,1
H01307,1
H01316,1
H01321,1
H01334,1
H01343,1
H01350,1
H01355,1
H01356,1
H01359,1
H01364,1
H01387,1
H01388,1
H01391,1
H01407,1
H01418,1
H01419,1
H01431,1
H01432,1
H01447,1
H01453,1
H01460,1
H01481,1
H01495,1
H01501,1
H01502,1
H01506,1
H01511,1
H01522,1
H01528,1
H01537,1
H01550,1
H01553,1
H01554,1
H01567,1
H01572,1
H01584,1
H01592,1
H01593,1
H01602,1
H01621,1
H01623,1
H01639,1
H01642,1
H01666,1
H01672,1
H01683,1
H01717,1
H01722,1
H01723,1
H01724,1
H01729,1
H01734,1
H01738,1
H01743,1
H01744,1
H01747,1
H01750,1
H01757,1
H01762,1
H01774,1
H01792,1
H01799,1
H01809,1
H01812,1
H01815,1
H01825,1
H01829,1
H01843,1
H01844,1
H01845,1
H01868,1
H01872,1
H01880,1
H01895,1
H01907,1
H01908,1
H01909,1
H01916,1
H01943,1
H01948,1
H01951,1
H01953,1
H01954,1
H01962,1
H01963,1
H01967,1
H01976,1
H02000,1
H02011,1
H02026,1
H02032,1
H02057,1
H02059,1
H02067,1
H02070,1
H02071,1
H02074,1
H02080,1
H02090,1
H02091,1
H02103,1
H02117,1
H02119,1
H02122,1
H02124,1
H02140,1
H02159,1
H02164,1
H02166,1
H02184,1
H02185,1
H02189,1
H02192,1
H02198,1
H02199,1
H02209,1
H02229,1
H02238,1
H02252,1
H02255,1
H02257,1
H02261,1
H02262,1
H02274,1
H02284,1
H02287,1
H02289,1
H02306,1
H02309,1
H02320,1
H02327,1
H02338,1
H02344,1
H02351,1
H02358,1
H02359,1
H02361,1
H02364,1
H02418,1
H02419,1
H02428,1
H02434,1
H02444,1
H02447,1
H02462,1
H02463,1
H02464,1
H02471,1
H02472,1
H02478,1
H02481,1
H02494,1
H02499,1
H02512,1
H02513,1
H02527,1
H02537,1
H02559,1
