hh_id,stratum,psu,domain_id,region,urban,tenure,design_weight,responded,phase2,y,eligible_count
H00003,ST01,P01,D01,EAST,1,RENT,8.00000000,1,1,2.67911033,1
H00007,ST01,P01,D01,EAST,1,RENT,8.00000000,1,1,2.26098553,1
H00012,ST01,P02,D01,EAST,1,RENT,8.00000000,1,1,2.44513033,1
H00025,ST01,P01,D01,EAST,0,RENT,8.00000000,1,1,1.25043957,3
H00028,ST01,P02,D01,EAST,0,RENT,8.00000000,1,1,1.82147929,1
H00035,ST01,P01,D01,EAST,0,RENT,8.00000000,1,1,1.48337431,2
H00042,ST01,P02,D01,EAST,0,RENT,8.00000000,1,1,1.17621472,1
H00043,ST01,P01,D01,EAST,0,OWN,8.00000000,1,1,1.17941263,1
H00052,ST01,P02,D01,EAST,0,RENT,8.00000000,1,1,1.50695271,2
H00056,ST01,P02,D01,EAST,0,RENT,8.00000000,1,1,1.64648056,1
H00057,ST01,P01,D01,EAST,0,OWN,8.00000000,1,1,0.99270609,1
H00072,ST01,P02,D01,EAST,0,OWN,8.00000000,1,1,0.98084075,1
H00075,ST01,P01,D01,EAST,0,OWN,8.00000000,1,1,0.72490399,1
H00085,ST01,P01,D02,EAST,1,OWN,8.00000000,1,1,1.51635678,1
H00094,ST01,P02,D02,EAST,1,RENT,8.00000000,1,1,1.96938716,1
H00098,ST01,P02,D02,EAST,1,OWN,8.00000000,1,1,2.25509264,1
H00109,ST01,P01,D02,EAST,0,OWN,8.00000000,1,1,1.15573431,1
H00119,ST01,P01,D02,EAST,0,OWN,8.00000000,1,1,1.45298718,1
H00138,ST01,P02,D02,EAST,0,RENT,8.00000000,1,1,1.52028354,1
H00145,ST01,P01,D02,EAST,0,RENT,8.00000000,1,1,1.53239041,4
H00149,ST01,P01,D02,EAST,0,OWN,8.00000000,1,1,1.23600450,5
H00150,ST01,P02,D02,EAST,0,RENT,8.00000000,1,1,1.00121159,1
H00152,ST01,P02,D02,EAST,0,RENT,8.00000000,1,1,1.01419290,2
H00156,ST01,P02,D02,EAST,0,OWN,8.00000000,1,1,1.04002270,1
H00163,ST02,P03,D03,EAST,1,RENT,8.00000000,1,1,2.32035356,1
H00169,ST02,P03,D03,EAST,1,OWN,8.00000000,1,1,2.51089592,2
H00176,ST02,P04,D03,EAST,1,OWN,8.00000000,1,1,2.16298500,1
H00177,ST02,P03,D03,EAST,1,OWN,8.00000000,1,1,1.82644620,4
H00180,ST02,P04,D03,EAST,1,RENT,8.00000000,1,1,1.83197149,1
H00181,ST02,P03,D03,EAST,1,RENT,8.00000000,1,1,2.14164066,1
H00186,ST02,P04,D03,EAST,1,OWN,8.00000000,1,1,2.20166216,1
H00194,ST02,P04,D03,EAST,1,RENT,8.00000000,1,1,2.51807770,1
H00196,ST02,P04,D03,EAST,1,RENT,8.00000000,1,1,2.36081194,4
H00197,ST02,P03,D03,EAST,0,OWN,8.00000000,1,1,0.84205869,1
H00202,ST02,P04,D03,EAST,0,OWN,8.00000000,1,1,1.27700144,1
H00228,ST02,P04,D03,EAST,0,RENT,8.00000000,1,1,2.01755339,1
H00231,ST02,P03,D03,EAST,0,RENT,8.00000000,1,1,1.46500410,1
H00256,ST02,P04,D04,EAST,1,OWN,8.00000000,1,1,2.08006947,1
H00258,ST02,P04,D04,EAST,1,RENT,8.00000000,1,1,2.71633123,4
H00273,ST02,P03,D04,EAST,1,RENT,8.00000000,1,1,2.27484101,1
H00283,ST02,P03,D04,EAST,0,OWN,8.00000000,1,1,1.33399675,1
H00292,ST02,P04,D04,EAST,0,OWN,8.00000000,1,1,0.90688080,1
H00293,ST02,P03,D04,EAST,0,OWN,8.00000000,1,1,1.66413518,5
H00307,ST02,P03,D04,EAST,0,OWN,8.00000000,1,1,1.01958337,1
H00308,ST02,P04,D04,EAST,0,OWN,8.00000000,1,1,1.07345069,1
H00309,ST02,P03,D04,EAST,0,OWN,8.00000000,1,1,0.96569961,3
H00316,ST02,P04,D04,EAST,0,RENT,8.00000000,1,1,1.28457292,3
H00319,ST02,P03,D04,EAST,0,OWN,8.00000000,1,1,1.19149553,1
H00322,ST03,P06,D05,EAST,1,RENT,8.00000000,1,1,2.28297902,1
H00323,ST03,P05,D05,EAST,1,RENT,8.00000000,1,1,2.23264456,1
H00330,ST03,P06,D05,EAST,1,RENT,8.00000000,1,1,2.19905477,2
H00338,ST03,P06,D05,EAST,1,OWN,8.00000000,1,1,1.97011392,3
H00348,ST03,P06,D05,EAST,1,OWN,8.00000000,1,1,1.63351519,1
H00373,ST03,P05,D05,EAST,0,OWN,8.00000000,1,1,1.38832430,3
H00377,ST03,P05,D05,EAST,0,RENT,8.00000000,1,1,1.62471864,1
H00391,ST03,P05,D05,EAST,0,OWN,8.00000000,1,1,1.13369801,2
H00393,ST03,P05,D05,EAST,0,OWN,8.00000000,1,1,1.12312749,1
H00399,ST03,P05,D05,EAST,0,RENT,8.00000000,1,1,1.41839301,2
H00401,ST03,P05,D06,EAST,1,OWN,8.00000000,1,1,2.24218016,1
H00402,ST03,P06,D06,EAST,1,OWN,8.00000000,1,1,1.79272818,1
H00416,ST03,P06,D06,EAST,1,OWN,8.00000000,1,1,2.20530378,1
H00424,ST03,P06,D06,EAST,1,OWN,8.00000000,1,1,2.07848812,4
H00431,ST03,P05,D06,EAST,1,RENT,8.00000000,1,1,2.46137625,1
H00435,ST03,P05,D06,EAST,1,RENT,8.00000000,1,1,2.40451808,4
H00440,ST03,P06,D06,EAST,1,OWN,8.00000000,1,1,1.95463908,1
H00441,ST03,P05,D06,EAST,1,RENT,8.00000000,1,1,1.95151595,1
H00446,ST03,P06,D06,EAST,1,OWN,8.00000000,1,1,1.62676759,1
H00454,ST03,P06,D06,EAST,0,OWN,8.00000000,1,1,1.32484642,1
H00466,ST03,P06,D06,EAST,0,OWN,8.00000000,1,1,1.46550698,1
H00469,ST03,P05,D06,EAST,0,OWN,8.00000000,1,1,1.16272098,2
H00471,ST03,P05,D06,EAST,0,RENT,8.00000000,1,1,1.52195315,1
H00474,ST03,P06,D06,EAST,0,RENT,8.00000000,1,1,1.60289628,2
H00482,ST04,P08,D07,EAST,1,RENT,8.00000000,1,1,2.10729987,1
H00485,ST04,P07,D07,EAST,1,OWN,8.00000000,1,1,2.32500843,2
