hh_id,eligible_count
H00004,1
H00005,1
H00007,1
H00013,1
H00014,1
H00015,1
H00030,1
H00038,1
H00039,1
H00046,1
H00051,1
H00079,1
H00087,1
H00099,1
H00116,1
H00123,1
H00130,1
H00131,1
H00136,1
H00137,1
H00144,1
H00148,1
H00154,1
H00156,1
H00163,1
H00165,1
H00172,1
H00173,1
H00177,1
H00178,1
H00189,1
H00193,1
H00198,1
H00200,1
H00202,1
H00211,1
H00214,1
H00219,1
H00231,1
H00232,1
H00235,1
H00236,1
H00238,1
H00242,1
H00267,1
H00270,1
H00274,1
H00295,1
H00323,1
H00329,1
H00330,1
H00332,1
H00339,1
H00340,1
H00365,1
H00369,1
H00376,1
H00377,1
H00380,1
H00384,1
H00386,1
H00390,1
H00396,1
H00399,1
H00400,1
H00403,1
H00404,1
H00422,1
H00449,1
H00465,1
H00467,1
H00479,1
H00482,1
H00483,1
H00484,1
H00485,1
H00508,1
H00516,1
H00517,1
H00521,1
H00527,1
H00538,1
H00542,1
H00543,1
H00547,1
H00555,1
H00556,1
H00567,1
H00571,1
H00572,1
H00583,1
H00588,1
H00592,1
H00597,1
H00608,1
H00638,1
H00642,1
H00651,1
H00653,1
H00654,1
H00663,1
H00667,1
H00671,1
H00676,1
H00681,1
H00684,1
H00702,1
H00714,1
H00715,1
H00719,1
H00724,1
H00734,1
H00735,1
H00743,1
H00758,1
H00762,1
H00764,1
H00765,1
H00790,1
H00797,1
H00803,1
H00806,1
H00823,1
H00824,1
H00836,1
H00848,1
H00851,1
H00853,1
H00854,1
H00878,1
H00888,1
H00891,1
H00895,1
H00898,1
H00909,1
H00913,1
H00915,1
H00919,1
H00926,1
H00930,1
H00936,1
H00944,1
H00945,1
H00947,1
H00962,1
H00968,1
H00973,1
H00996,1
H01002,1
H01006,1
H01007,1
H01012,1
H01034,1
H01057,1
H01063,1
H01064,1
H01067,1
H01075,1
H01083,1
H01095,1
H01097,1
H01105,1
H01106,1
H01109,1
H01114,1
H01116,1
H01117,1
H01120,1
H01123,1
H01124,1
H01127,1
H01128,1
H01130,1
H01145,1
H01149,1
H01154,1
H01170,1
H01175,1
H01180,1
H01183,1
H01190,1
H01197,1
H01200,1
H01203,1
H01206,1
H01212,1
H01216,1
H01222,1
H01245,1
H01259,1
H01265,1
H01271,1
H01286,1
H01290,1
H01304,1
H01314,1
H01323,1
H01325,1
H01327,1
H01328,1
H01332,1
H01344,1
H01345,1
H01349,1
H01357,1
H01364,1
H01386,1
H01390,1
H01392,1
H01395,1
H01401,1
H01406,1
H01415,1
H01431,1
H01435,1
H01437,1
H01458,1
H01459,1
H01469,1
H01470,1
H01480,1
H01490,1
H01501,1
H01517,1
H01519,1
H01520,1
H01522,1
H01527,1
H01543,1
H01547,1
H01548,1
H01556,1
H01559,1
H01561,1
H01563,1
H01566,1
H01574,1
H01588,1
H01589,1
H01596,1
H01603,1
H01604,1
H01608,1
H01618,1
H01626,1
H01627,1
H01628,1
H01629,1
H01647,1
H01654,1
H01659,1
H01663,1
H01668,1
H01694,1
H01700,1
H01706,1
H01711,1
H01713,1
H01715,1
H01720,1
H01739,1
H01742,1
H01743,1
H01753,1
H01766,1
H01767,1
H01768,1
H01770,1
H01775,1
H01776,1
H01779,1
H01791,1
H01794,1
H01797,1
H01805,1
H01817,1
H01830,1
H01832,1
H01852,1
H01853,1
H01855,1
H01871,1
H01872,1
H01878,1
H01884,1
H01899,1
H01915,1
H01920,1
H01925,1
H01929,1
H01946,1
H01948,1
H01957,1
H01959,1
H01968,1
H01971,1
H01974,1
H01978,1
H01979,1
H01981,1
H01984,1
H02003,1
H02022,1
H02023,1
H02030,1
H02052,1
H02055,1
H02059,1
H02069,1
H02070,1
H02074,1
H02080,1
H02106,1
H02110,1
H02123,1
H02129,1
H02134,1
H02135,1
H02140,1
H02144,1
H02145,1
H02150,1
H02152,1
H02165,1
H02185,1
H02190,1
H02203,1
H02209,1
H02211,1
H02214,1
H02219,1
H02220,1
H02228,1
H02229,1
H02234,1
H02239,1
H02241,1
H02242,1
H02243,1
H02254,1
H02259,1
H02263,1
H02270,1
H02287,1
H02291,1
H02304,1
H02317,1
H02319,1
H02320,1
H02328,1
H02332,1
H02337,1
H02347,1
H02358,1
H02363,1
H02370,1
H02372,1
H02378,1
H02394,1
H02395,1
H02404,1
H02410,1
H02413,1
H02414,1
H02417,1
H02419,1
H02421,1
H02422,1
H02423,1
H02424,1
H02425,1
H02429,1
H02433,1
H02436,1
H02443,1
H02446,1
H02449,1
H02451,1
H02454,1
H02462,1
H02466,1
H02467,1
H02474,1
H02476,1
