hh_id,eligible_count
H00002,1
H00011,1
H00016,1
H00021,1
H00026,1
H00029,1
H00043,1
H00056,1
H00061,1
H00085,1
H00087,1
H00090,1
H00102,1
H00109,1
H00111,1
H00118,1
H00127,1
H00136,1
H00138,1
H00158,1
H00169,1
H00187,1
H00192,1
H00200,1
H00207,1
H00224,1
H00256,1
H00259,1
H00265,1
H00267,1
H00268,1
H00269,1
H00278,1
H00286,1
H00291,1
H00300,1
H00307,1
H00310,1
H00316,1
H00319,1
H00340,1
H00343,1
H00352,1
H00369,1
H00371,1
H00373,1
H00377,1
H00381,1
H00390,1
H00400,1
H00404,1
H00411,1
H00420,1
H00421,1
H00432,1
H00436,1
H00437,1
H00441,1
H00456,1
H00468,1
H00492,1
H00507,1
H00517,1
H00537,1
H00552,1
H00555,1
H00557,1
H00565,1
H00569,1
H00571,1
H00579,1
H00580,1
H00586,1
H00588,1
H00590,1
H00591,1
H00610,1
H00618,1
H00628,1
H00634,1
H00660,1
H00663,1
H00669,1
H00684,1
H00696,1
H00707,1
H00708,1
H00718,1
H00721,1
H00725,1
H00730,1
H00739,1
H00744,1
H00758,1
H00759,1
H00772,1
H00774,1
H00775,1
H00779,1
H00785,1
H00801,1
H00805,1
H00815,1
H00816,1
H00838,1
H00840,1
H00857,1
H00875,1
H00890,1
H00891,1
H00898,1
H00902,1
H00907,1
H00913,1
H00925,1
H00930,1
H00942,1
H00945,1
H00946,1
H00960,1
H00967,1
H00974,1
H00991,1
H00996,1
H00997,1
H01016,1
H01022,1
H01026,1
H01035,1
H01042,1
H01044,1
H01066,1
H01072,1
H01075,1
H01091,1
H01095,1
H01096,1
H01101,1
H01107,1
H01109,1
H01133,1
H01140,1
H01151,1
H01158,1
H01160,1
H01166,1
H01173,1
H01179,1
H01186,1
H01194,1
H01218,1
H01221,1
H01242,1
H01244,1
H01247,1
H01251,1
H01253,1
H01265,1
H01266,1
H01277,1
H01296,1
H01299,1
H01301,1
H01302,1
H01311,1
H01346,1
H01357,1
H01369,1
H01370,1
H01373,1
H01382,1
H01384,1
H01387,1
H01394,1
H01397,1
H01398,1
H01408,1
H01413,1
H01414,1
H01427,1
H01458,1
H01461,1
H01469,1
H01473,1
H01497,1
H01504,1
H01521,1
H01522,1
H01545,1
H01547,1
H01556,1
H01558,1
H01560,1
H01565,1
H01566,1
H01578,1
H01589,1
H01595,1
H01596,1
H01600,1
H01609,1
H01624,1
H01636,1
H01641,1
H01650,1
H01657,1
H01659,1
H01674,1
H01677,1
H01682,1
H01683,1
H01688,1
H01694,1
H01711,1
H01719,1
H01720,1
H01721,1
H01724,1
H01728,1
H01729,1
H01770,1
H01775,1
H01782,1
H01790,1
H01818,1
H01820,1
H01821,1
H01824,1
H01830,1
H01841,1
H01844,1
H01846,1
H01847,1
H01859,1
H01881,1
H01896,1
H01903,1
H01915,1
H01917,1
H01919,1
H01927,1
H01932,1
H01933,1
H01935,1
H01936,1
H01948,1
H01951,1
H01956,1
H01957,1
H01965,1
H01973,1
H01994,1
H02018,1
H02036,1
H02038,1
H02046,1
H02050,1
H02057,1
H02061,1
H02065,1
H02093,1
H02098,1
H02110,1
H02115,1
H02122,1
H02123,1
H02126,1
H02127,1
H02130,1
H02131,1
H02140,1
H02142,1
H02159,1
H02165,1
H02193,1
H02196,1
H02200,1
H02208,1
H02209,1
H02211,1
H02273,1
H02274,1
H02277,1
H02284,1
H02294,1
H02301,1
H02304,1
H02314,1
H02319,1
H02320,1
H02321,1
H02336,1
H02347,1
H02350,1
H02351,1
H02355,1
H02371,1
H02379,1
H02382,1
H02398,1
H02411,1
H02412,1
H02415,1
H02432,1
H02458,1
H02464,1
H02471,1
H02472,1
H02480,1
H02489,1
H02495,1
H02499,1
H02508,1
H02509,1
H02512,1
H02517,1
H02518,1
H02525,1
H02526,1
H02527,1
