hh_id,responded,phase2,y,tenure,assigned,interview_domain
H00002,1,1,2.29409591,RENT,1,D01
H00011,1,1,1.91574651,RENT,1,D01
H00016,1,1,1.83849258,OWN,1,D01
H00021,1,1,2.39150285,RENT,1,D01
H00026,1,1,1.31676570,RENT,0,D01
H00029,1,1,1.29576516,OWN,0,D01
H00043,1,1,1.17941263,OWN,0,D01
H00056,1,1,1.64648056,RENT,1,D01
H00061,1,1,1.53292533,RENT,0,D01
H00085,1,1,1.51635678,OWN,0,D02
H00087,1,1,2.26842037,RENT,1,D02
H00090,1,1,1.99371407,RENT,1,D02
H00102,1,1,1.68272407,OWN,1,D02
H00109,1,1,1.15573431,OWN,1,D02
H00111,1,1,1.58333938,RENT,0,D02
H00118,1,1,1.82615286,RENT,1,D02
H00127,1,1,1.55036995,RENT,0,D02
H00136,1,1,1.44843089,RENT,0,D02
H00138,1,1,1.52028354,RENT,1,D02
H00158,1,1,1.09048343,OWN,0,D02
H00169,1,1,2.51089592,OWN,1,D03
H00187,1,1,2.41488438,RENT,1,D03
H00192,1,1,2.30317558,RENT,1,D03
H00200,1,1,1.27118366,RENT,1,D03
H00207,1,1,0.84821502,OWN,0,D03
H00224,1,1,1.30035226,OWN,1,D03
H00256,1,1,2.08006947,OWN,1,D04
H00259,1,1,2.15804543,RENT,1,D04
H00265,1,1,1.77580231,OWN,1,D04
H00267,1,1,2.29786036,RENT,1,D04
H00268,1,1,1.75039107,RENT,1,D04
H00269,1,1,2.17584414,OWN,1,D04
H00278,1,1,1.47187220,RENT,0,D04
H00286,1,1,1.10455319,OWN,0,D04
H00291,1,1,1.24143242,OWN,0,D04
H00300,1,1,1.58034904,OWN,0,D04
H00307,1,1,1.01958337,OWN,0,D04
H00310,1,1,1.18437825,OWN,1,D04
H00316,1,1,1.28457292,RENT,0,D04
H00319,1,1,1.19149553,OWN,0,D04
H00340,1,1,1.82784331,OWN,1,D05
H00343,1,1,2.17301750,RENT,1,D05
H00352,1,1,2.07901140,OWN,1,D05
H00369,1,1,1.88987671,RENT,0,D05
H00371,1,1,1.86594422,RENT,1,D05
H00373,1,1,1.38832430,OWN,1,D05
H00377,1,1,1.62471864,RENT,1,D05
H00381,1,1,1.71743791,OWN,1,D05
H00390,1,1,0.86393152,OWN,1,D05
H00400,1,1,1.66490235,OWN,0,D05
H00404,1,1,1.79765021,OWN,1,D06
H00411,1,1,1.58192737,OWN,1,D06
H00420,1,1,2.54809086,RENT,1,D06
H00421,1,1,2.42391391,RENT,1,D06
H00432,1,1,1.59276071,OWN,1,D06
H00436,1,1,2.14712655,OWN,1,D06
H00437,1,1,1.67248549,OWN,0,D06
H00441,1,1,1.95151595,RENT,1,D06
H00456,1,1,1.57035167,RENT,0,D06
H00468,1,1,1.75008305,RENT,0,D06
H00492,1,1,2.15647298,RENT,1,D07
H00507,1,1,1.24865844,RENT,0,D07
H00517,1,1,1.42303716,OWN,0,D07
H00537,1,1,0.96161969,OWN,0,D07
H00552,1,1,1.41954822,RENT,0,D07
H00555,1,1,1.49121325,RENT,1,D07
H00557,1,1,1.38153611,OWN,0,D07
H00565,1,1,1.61508678,RENT,1,D08
H00569,1,1,1.50388906,RENT,1,D08
H00571,1,1,1.66137153,OWN,1,D08
H00579,1,1,1.95374938,OWN,1,D08
H00580,1,1,2.25701081,RENT,1,D08
H00586,1,1,1.52100404,RENT,1,D08
H00588,1,1,1.21075213,OWN,1,D08
H00590,1,1,1.36234916,OWN,0,D08
H00591,1,1,0.91475333,OWN,0,D08
H00610,1,1,1.48343782,OWN,0,D08
H00618,1,1,1.67013968,RENT,0,D08
H00628,1,1,1.47297266,RENT,0,D08
H00634,1,1,1.16278589,RENT,1,D08
H00660,1,1,3.13741238,RENT,1,D09
H00663,1,1,2.69542632,RENT,1,D09
