hh_id,stratum,psu,domain_id,region,urban,tenure,design_weight,responded,phase2,y,eligible_count
H00001,ST01,P01,D01,EAST,1,RENT,8.00000000,1,1,2.18854086,1
H00007,ST01,P01,D01,EAST,1,RENT,8.00000000,1,0,,1
H00017,ST01,P01,D01,EAST,1,OWN,8.00000000,1,0,,1
H00018,ST01,P02,D01,EAST,1,RENT,8.00000000,1,1,2.28333050,1
H00023,ST01,P01,D01,EAST,1,OWN,8.00000000,1,0,,1
H00034,ST01,P02,D01,EAST,0,RENT,8.00000000,1,0,,1
H00035,ST01,P01,D01,EAST,0,RENT,8.00000000,1,0,,1
H00038,ST01,P02,D01,EAST,0,OWN,8.00000000,1,0,,1
H00044,ST01,P02,D01,EAST,0,RENT,8.00000000,1,0,,1
H00049,ST01,P01,D01,EAST,0,RENT,8.00000000,1,1,1.79946273,1
H00056,ST01,P02,D01,EAST,0,RENT,8.00000000,1,0,,1
H00064,ST01,P02,D01,EAST,0,OWN,8.00000000,1,0,,1
H00069,ST01,P01,D01,EAST,0,OWN,8.00000000,1,1,1.27991807,1
H00072,ST01,P02,D01,EAST,0,OWN,8.00000000,1,1,0.98084075,1
H00074,ST01,P02,D01,EAST,0,OWN,8.00000000,1,1,1.75905935,1
H00084,ST01,P02,D02,EAST,1,RENT,8.00000000,1,0,,1
H00095,ST01,P01,D02,EAST,1,OWN,8.00000000,1,0,,1
H00107,ST01,P01,D02,EAST,0,OWN,8.00000000,1,0,,1
H00110,ST01,P02,D02,EAST,0,OWN,8.00000000,1,1,1.00442832,1
H00117,ST01,P01,D02,EAST,0,OWN,8.00000000,1,0,,1
H00119,ST01,P01,D02,EAST,0,OWN,8.00000000,1,1,1.45298718,1
H00123,ST01,P01,D02,EAST,0,OWN,8.00000000,1,1,0.83066494,1
H00136,ST01,P02,D02,EAST,0,RENT,8.00000000,1,1,1.44843089,1
H00138,ST01,P02,D02,EAST,0,RENT,8.00000000,1,1,1.52028354,1
H00151,ST01,P01,D02,EAST,0,OWN,8.00000000,1,0,,1
H00153,ST01,P01,D02,EAST,0,RENT,8.00000000,1,0,,1
H00154,ST01,P02,D02,EAST,0,RENT,8.00000000,1,1,1.40100047,1
H00156,ST01,P02,D02,EAST,0,OWN,8.00000000,1,0,,1
H00167,ST02,P03,D03,EAST,1,OWN,8.00000000,1,0,,1
H00168,ST02,P04,D03,EAST,1,OWN,8.00000000,1,0,,1
H00175,ST02,P03,D03,EAST,1,OWN,8.00000000,1,1,1.68146224,1
H00180,ST02,P04,D03,EAST,1,RENT,8.00000000,1,0,,1
H00182,ST02,P04,D03,EAST,1,OWN,8.00000000,1,0,,1
H00189,ST02,P03,D03,EAST,1,RENT,8.00000000,1,0,,1
H00190,ST02,P04,D03,EAST,1,OWN,8.00000000,1,0,,1
H00197,ST02,P03,D03,EAST,0,OWN,8.00000000,1,0,,1
H00204,ST02,P04,D03,EAST,0,OWN,8.00000000,1,1,1.36715223,1
H00207,ST02,P03,D03,EAST,0,OWN,8.00000000,1,1,0.84821502,1
H00217,ST02,P03,D03,EAST,0,RENT,8.00000000,1,1,1.51698266,1
H00229,ST02,P03,D03,EAST,0,OWN,8.00000000,1,0,,1
H00230,ST02,P04,D03,EAST,0,RENT,8.00000000,1,0,,1
H00235,ST02,P03,D03,EAST,0,RENT,8.00000000,1,1,1.78355140,1
H00236,ST02,P04,D03,EAST,0,OWN,8.00000000,1,1,1.05140235,1
H00237,ST02,P03,D03,EAST,0,OWN,8.00000000,1,0,,1
H00240,ST02,P04,D03,EAST,0,RENT,8.00000000,1,0,,1
H00249,ST02,P03,D04,EAST,1,RENT,8.00000000,1,0,,1
H00252,ST02,P04,D04,EAST,1,RENT,8.00000000,1,1,2.17966134,1
H00257,ST02,P03,D04,EAST,1,RENT,8.00000000,1,1,2.52926830,1
H00268,ST02,P04,D04,EAST,1,RENT,8.00000000,1,0,,1
H00272,ST02,P04,D04,EAST,1,RENT,8.00000000,1,1,1.96130769,1
H00276,ST02,P04,D04,EAST,1,RENT,8.00000000,1,0,,1
H00295,ST02,P03,D04,EAST,0,OWN,8.00000000,1,1,1.30209805,1
H00296,ST02,P04,D04,EAST,0,OWN,8.00000000,1,0,,1
H00305,ST02,P03,D04,EAST,0,RENT,8.00000000,1,0,,1
H00312,ST02,P04,D04,EAST,0,RENT,8.00000000,1,0,,1
