hh_id,eligible_count
H00001,1
H00007,1
H00017,1
H00018,1
H00023,1
H00034,1
H00035,1
H00038,1
H00044,1
H00049,1
H00056,1
H00064,1
H00069,1
H00072,1
H00074,1
H00084,1
H00095,1
H00107,1
H00110,1
H00117,1
H00119,1
H00123,1
H00136,1
H00138,1
H00151,1
H00153,1
H00154,1
H00156,1
H00167,1
H00168,1
H00175,1
H00180,1
H00182,1
H00189,1
H00190,1
H00197,1
H00204,1
H00207,1
H00217,1
H00229,1
H00230,1
H00235,1
H00236,1
H00237,1
H00240,1
H00249,1
H00252,1
H00257,1
H00268,1
H00272,1
H00276,1
H00295,1
H00296,1
H00305,1
H00312,1
H00315,1
H00326,1
H00328,1
H00340,1
H00366,1
H00367,1
H00380,1
H00383,1
H00385,1
H00390,1
H00401,1
H00407,1
H00411,1
H00422,1
H00424,1
H00428,1
H00430,1
H00433,1
H00436,1
H00439,1
H00442,1
H00447,1
H00451,1
H00456,1
H00463,1
H00465,1
H00471,1
H00477,1
H00478,1
H00495,1
H00502,1
H00503,1
H00505,1
H00507,1
H00516,1
H00519,1
H00522,1
H00530,1
H00532,1
H00535,1
H00537,1
H00538,1
H00545,1
H00546,1
H00560,1
H00583,1
H00584,1
H00585,1
H00588,1
H00594,1
H00604,1
H00605,1
H00616,1
H00617,1
H00623,1
H00625,1
H00630,1
H00644,1
H00648,1
H00661,1
H00662,1
H00678,1
H00679,1
H00689,1
H00695,1
H00697,1
H00708,1
H00722,1
H00724,1
H00728,1
H00730,1
H00731,1
H00734,1
H00745,1
H00748,1
H00753,1
H00758,1
H00759,1
H00765,1
H00772,1
H00773,1
H00774,1
H00781,1
H00785,1
H00789,1
H00807,1
H00812,1
H00813,1
H00822,1
H00826,1
H00827,1
H00832,1
H00839,1
H00851,1
H00852,1
H00866,1
H00869,1
H00872,1
H00875,1
H00879,1
H00882,1
H00886,1
H00893,1
H00897,1
H00906,1
H00923,1
H00924,1
H00927,1
H00932,1
H00936,1
H00937,1
H00944,1
H00959,1
H00969,1
H00979,1
H00993,1
H01001,1
H01003,1
H01012,1
H01014,1
H01016,1
H01018,1
H01022,1
H01031,1
H01032,1
H01034,1
H01040,1
H01048,1
H01055,1
H01060,1
H01061,1
H01063,1
H01073,1
H01076,1
H01080,1
H01083,1
H01086,1
H01088,1
H01089,1
H01091,1
H01119,1
H01122,1
H01132,1
H01142,1
H01145,1
H01158,1
H01159,1
H01165,1
H01167,1
H01176,1
H01183,1
H01187,1
H01188,1
H01193,1
H01195,1
H01197,1
H01208,1
H01214,1
H01215,1
H01226,1
H01227,1
H01232,1
H01240,1
H01243,1
H01250,1
H01252,1
H01273,1
H01274,1
H01277,1
H01299,1
H01303,1
H01320,1
H01325,1
H01329,1
H01330,1
H01331,1
H01335,1
H01338,1
H01346,1
H01352,1
H01353,1
H01356,1
H01372,1
H01373,1
H01382,1
H01392,1
H01394,1
H01397,1
H01405,1
H01411,1
H01413,1
H01419,1
H01422,1
H01426,1
H01428,1
H01437,1
H01440,1
H01459,1
H01461,1
H01465,1
H01467,1
H01471,1
H01474,1
H01478,1
H01493,1
H01509,1
H01514,1
H01518,1
H01526,1
H01530,1
H01547,1
H01551,1
H01552,1
H01554,1
H01561,1
H01565,1
H01570,1
H01576,1
H01582,1
H01583,1
H01584,1
H01588,1
H01590,1
H01595,1
H01597,1
H01602,1
H01606,1
H01609,1
H01610,1
H01619,1
H01632,1
H01646,1
H01648,1
H01649,1
H01650,1
H01653,1
H01654,1
H01655,1
H01658,1
H01691,1
H01705,1
H01709,1
H01726,1
H01727,1
H01731,1
H01732,1
H01734,1
H01737,1
H01740,1
H01743,1
H01750,1
H01753,1
H01759,1
H01762,1
H01784,1
H01786,1
H01788,1
H01794,1
H01803,1
H01804,1
H01807,1
H01811,1
H01813,1
H01814,1
H01816,1
H01823,1
H01830,1
H01833,1
H01835,1
H01842,1
H01845,1
H01847,1
H01861,1
H01873,1
H01879,1
H01883,1
H01897,1
H01902,1
H01906,1
H01912,1
H01914,1
H01926,1
H01929,1
H01935,1
H01947,1
H01954,1
H01956,1
H01958,1
H01959,1
H01961,1
H01962,1
H01965,1
H01978,1
H01983,1
H01987,1
H02009,1
H02018,1
H02020,1
H02026,1
H02028,1
H02039,1
H02048,1
H02052,1
H02055,1
H02059,1
H02062,1
H02071,1
H02073,1
H02074,1
H02083,1
H02091,1
H02093,1
H02097,1
H02106,1
H02108,1
H02119,1
H02120,1
H02124,1
H02131,1
H02132,1
H02133,1
H02139,1
H02141,1
H02151,1
H02153,1
H02158,1
H02162,1
H02164,1
H02167,1
H02178,1
H02180,1
H02181,1
H02196,1
H02198,1
H02208,1
H02209,1
H02222,1
H02242,1
H02248,1
H02251,1
H02252,1
H02257,1
H02259,1
H02265,1
H02270,1
H02273,1
H02274,1
H02281,1
H02294,1
H02299,1
H02302,1
H02320,1
H02322,1
H02327,1
H02333,1
H02337,1
H02351,1
H02354,1
H02361,1
H02364,1
H02368,1
H02386,1
H02389,1
H02391,1
H02396,1
H02401,1
H02407,1
H02413,1
H02419,1
H02422,1
H02433,1
H02445,1
H02453,1
H02454,1
H02456,1
H02463,1
H02468,1
H02476,1
H02501,1
H02503,1
H02506,1
H02513,1
H02514,1
H02518,1
H02520,1
H02525,1
H02536,1
H02538,1
H02543,1
H02544,1
H02546,1
H02559,1
H02560,1
