hh_id,eligible_count
H00035,1
H00063,1
H00075,1
H00082,1
H00103,1
H00109,1
H00112,1
H00113,1
H00114,1
H00132,1
H00136,1
H00152,1
H00197,1
H00202,1
H00222,1
H00255,1
H00258,1
H00261,1
H00264,1
H00265,1
H00287,1
H00306,1
H00310,1
H00311,1
H00322,1
H00331,1
H00341,1
H00365,1
H00372,1
H00376,1
H00413,1
H00425,1
H00435,1
H00492,1
H00507,1
H00516,1
H00524,1
H00529,1
H00531,1
H00541,1
H00550,1
H00560,1
H00563,1
H00571,1
H00612,1
H00693,1
H00706,1
H00712,1
H00714,1
H00717,1
H00720,1
H00736,1
H00741,1
H00757,1
H00759,1
H00797,1
H00798,1
H00819,1
H00845,1
H00857,1
H00885,1
H00905,1
H00907,1
H00928,1
H00946,1
H00950,1
H00960,1
H00971,1
H00978,1
H00983,1
H00995,1
H01005,1
H01040,1
H01045,1
H01046,1
H01060,1
H01100,1
H01109,1
H01116,1
H01138,1
H01149,1
H01156,1
H01159,1
H01186,1
H01192,1
H01233,1
H01245,1
H01271,1
H01290,1
H01320,1
H01328,1
H01330,1
H01339,1
H01368,1
H01371,1
H01373,1
H01380,1
H01397,1
H01417,1
H01437,1
H01449,1
H01473,1
H01478,1
H01485,1
H01489,1
H01491,1
H01509,1
H01548,1
H01550,1
H01582,1
H01588,1
H01598,1
H01629,1
H01664,1
H01671,1
H01719,1
H01727,1
H01728,1
H01729,1
H01736,1
H01749,1
H01758,1
H01769,1
H01796,1
H01806,1
H01835,1
H01844,1
H01845,1
H01847,1
H01860,1
H01876,1
H01904,1
H01905,1
H01907,1
H01933,1
H01936,1
H01941,1
H01943,1
H01974,1
H01981,1
H01984,1
H02041,1
H02069,1
H02070,1
H02095,1
H02104,1
H02115,1
H02129,1
H02132,1
H02143,1
H02168,1
H02172,1
H02182,1
H02208,1
H02221,1
H02231,1
H02249,1
H02263,1
H02265,1
H02270,1
H02288,1
H02322,1
H02344,1
H02348,1
H02361,1
H02362,1
H02365,1
H02367,1
H02435,1
H02443,1
H02479,1
H02485,1
H02487,1
H02494,1
H02515,1
H02552,1
