hh_id,stratum,psu,domain_id,region,urban,tenure,design_weight,responded,phase2,y,eligible_count
H00035,ST01,P01,D01,EAST,0,RENT,13.33333333,1,1,1.48337431,1
H00063,ST01,P01,D01,EAST,0,OWN,13.33333333,1,1,0.92481145,1
H00075,ST01,P01,D01,EAST,0,OWN,13.33333333,1,1,0.72490399,1
H00082,ST01,P02,D02,EAST,1,RENT,13.33333333,1,1,2.20561943,1
H00103,ST01,P01,D02,EAST,1,RENT,13.33333333,1,1,2.13549859,1
H00109,ST01,P01,D02,EAST,0,OWN,13.33333333,1,1,1.15573431,1
H00112,ST01,P02,D02,EAST,0,OWN,13.33333333,1,1,1.06577395,1
H00113,ST01,P01,D02,EAST,0,OWN,13.33333333,1,1,1.36813745,1
H00114,ST01,P02,D02,EAST,0,OWN,13.33333333,1,1,1.40154892,1
H00132,ST01,P02,D02,EAST,0,RENT,13.33333333,1,1,1.25454774,1
H00136,ST01,P02,D02,EAST,0,RENT,13.33333333,1,1,1.44843089,1
H00152,ST01,P02,D02,EAST,0,RENT,13.33333333,1,1,1.01419290,1
H00197,ST02,P03,D03,EAST,0,OWN,13.33333333,1,1,0.84205869,1
H00202,ST02,P04,D03,EAST,0,OWN,13.33333333,1,1,1.27700144,1
H00222,ST02,P04,D03,EAST,0,OWN,13.33333333,1,1,1.16654965,1
H00255,ST02,P03,D04,EAST,1,OWN,13.33333333,1,1,1.50487792,1
H00258,ST02,P04,D04,EAST,1,RENT,13.33333333,1,1,2.71633123,1
H00261,ST02,P03,D04,EAST,1,RENT,13.33333333,1,1,2.13859635,1
H00264,ST02,P04,D04,EAST,1,RENT,13.33333333,1,1,2.06511529,1
H00265,ST02,P03,D04,EAST,1,OWN,13.33333333,1,1,1.77580231,1
H00287,ST02,P03,D04,EAST,0,OWN,13.33333333,1,1,0.98974610,1
H00306,ST02,P04,D04,EAST,0,OWN,13.33333333,1,1,1.27135815,1
H00310,ST02,P04,D04,EAST,0,OWN,13.33333333,1,1,1.18437825,1
H00311,ST02,P03,D04,EAST,0,OWN,13.33333333,1,1,1.19343513,1
H00322,ST03,P06,D05,EAST,1,RENT,26.66666667,1,1,2.28297902,1
H00331,ST03,P05,D05,EAST,1,OWN,13.33333333,1,1,2.31338048,1
H00341,ST03,P05,D05,EAST,1,RENT,13.33333333,1,1,2.15228652,1
